text,label
Mình không quan tâm cô đơn cho lắm,0
Thế e thích làm phù thuỷ r bạn nam phải làm s đây a nhỉ😆,0
Uầy tôi là cưng phán các ông ạ được vl a ưi =))),0
Maruko Linh,0
ảnh này ở video Superheroo nghe buồn não ruột -__-,0
anh tik nói quá đúng luôn,0
BaVi :)),0
Ở đây ai là chủ ???,0
Minh mẫn vcl,1
Chú Bòn em chặt chứ ko ăn nha =))))))),0
Cực kì thuyế...hác xì....á chết mẹ..,0
Lee Quang tôi toàn nghe nhạc của bùi anh tuấn! Hà anh tuấn! Nghe mấy bài này ko thấm nổi,0
Nguyễn Trọng Thái người ta nói bạn đợi nhưng bạn có biết bạn đang đợi cái lone gì không. Hay là đợi thiệp hồng,0
"Có anh Độ, Tết lúc nào chả vui",0
Nghe nói trước đây 1 số thành phần người hà nội kì thị dân vĩnh phúc đúng không nhỉ. Bh sao thì mấy ngừoi đó bị lây hết chưa ấy nhể,0
Huy Hoàng =)),0
Thảo NG thua tại dốt av qa :v,0
😞,0
Dần dần thấy jack mất hay,0
Dì 3 ê dì 3_ là trai hay gái ạ,0
Vợ Cuốc sư là Bùi Kim Thành còn vợ nhỏ là lisa phạm,0
Trước khi cắm lên đầu em 4 cái sừng nó cũng bảo y như thế :((((,0
éo nha liu liu,1
#NAME?,0
Cận thận nhà ae,0
Idol,0
Duyên Phạm ghê tr nay văn chương dữ hén,0
xin ạ,0
Hoàng Minh,0
Anh Trung Magic,0
"có một sự tồn tại của đàn bò mang tên "" cực kỳ thuyết phục "", có sở thích là nhai đi nhai lại, mục đích của chúng trên hành tinh này vẫn chưa có lời giải đáp, theo như các nhà động vật học cho biết loài bò này có lối sống hoang dâm trụy lạc, có thể động dục bất cứ lúc nào, con số của loài này đang được gia tăng đáng kể.",1
Ck4mk4m là gì á mn,0
Cho toyy xin in4 FB hoặc sđt zalo hay ig được hong :33,0
Chị chữi là chị cứu nhân độ thế🤣🤣,0
Nghi vấn thầy chà trộn TTBL tu,0
Lại Hợp Sâm clm đến v thì /ff,1
Dao chặt không đứt kkkkk🤣🤣🤣🤣🤣🤣,0
Hồng Thy cái giọng điệu nói cảm thấy hao hao giống ..!,0
Nhanh thực sự,0
Đồng Nhung máy bay phalcon 10 tỷ belike :,0
So Pre Tài Trợ Độ Tây Ngày Hôm Ngày =)),0
Nghe kể chuyện tí rồi làm tiếp a Thanh Le :))),0
Hoàng Anh từ tư 😁,0
Dep trai moi co nhieu dua yeu,0
Bt các bạn phan cuồng chửi vậy mik đã ko nêu ra ý kiến cá nhân,0
thêm một người bị cộng sản nhồi sọ không biết sao có thể nạo ra được hết chất bã trong đầu,1
Nghe giọng nứkg quá Abe :)),1
ông làm bố tôi hơi lâu rồi đấy' Tùng sói said,0
Vì refund top 1 nên tối nay mình xin phép ea..blabla,0
Anh Trung Giả Kim 😂,0
Có khả năng tối nay anh bị ngủ ngoài đường :)) tu bi con tờ niu,0
Bùn nhở,0
Pháo thủ toang cmnl @@,0
Bóng khùng bóng điên,1
Làm thêm chục củ mở hòm csgo anh êi :V,0
Lê Huyền người ư ?sinh vật hạ đẳng chứ ngươi ai lam thế .,1
Cao Lãnh với chúng tôi làyy,0
Làm nhẹ 3-0 cho nó ok,0
🙆🏻‍♀️,0
ặc :),0
Ai xin inb tôi đi,0
"Goodnow Tran lo ở nhà đi ra ngoài tiết diên mày bị mắc bệnh giờ, tui cam đoan là như dị",0
"Nhìn chị Minh Hiếu có duyên hết sức, nói chuyện rất chân thật, mặc dù mỗi lần live chửi rất táo tợn nhưng nghe và nhìn chị ấy rất thánh thiện và chất. Chúc chị luôn vui khoẻ và hp. Mong có dịp sẽ được gặp chị",0
Dễ thương và duyên quá Cô ơi. Love Cô.,0
Lê Thị Bích Hồng tk trẩu,1
nhớ nuôi kiểu tóc này mới đủ combo nhé ae,0
Chang Chang 🥥🥥🥥🥥,0
Nguyễn Trang nói thật mị 🤣,0
1 ng thì giết 1 mạng . 1 ng thì feed tụt lol,0
Có pải nổ lực là có được đâu.pải có 1 chút gọi là may mắn nữa,0
Panda Thái đã xem =))),0
Luôn ủng hộ K-ATM,0
Còn bạn này nữa thầy ơi,0
Giọng cuốn vc,0
Nguyễn Đào Nguyên,0
thế thua gì bác.. k công khai mà cả VN điều biết tên e nó bác nghĩ ngta đón được sao????,0
Ai ki nghe nói cũng đi ý về,0
"không có thì ""sản xuất"" ra -_-",0
Hợp lí anh ơi,0
Đc anh ui,0
Con người sao lại như vậy?,0
Bảo dan tri thap thì tự ái :),1
Tại sao phải trả lời thầy,0
Cái trend Nghe có vẻ mãi chúng nó vẫn chưa chán nhỉ,0
Đang lúc dầu sôi lửa bỏng bay kiếm clmn hay gì á rồi đem bênh về đây cho nhà nước nuôi tốn cơm tốn gạo,1
Con nho nay hom truoc chui Ong ba Cha me ca nguoi Vn la minh biet no bi Ma nhap no truoc khi bi chet.. ..gao thet kinh hon de truoc khi xuong dia nguc...🙏🙏🙏,0
Anh Minh chậm cái con cặc,1
reaction thầy ơi,0
Đoạn đánh răng chiếm quá nhiều thgian :)),0
"Đù dại ghê, bọn đấy ngày nào nó cũng lên Phường xiên cho nó 1 cái, đuợc tiếng luôn, vào khám mấy anh chị cũng thương, xiên hết mọi thằng trên Phường luôn cho nó Sum",1
Chị 3 cho e 200 triệu đi làm chymmm đi huhuh,0
Tóm lại là chửi nhau phải có văn hoá 😂😂😂👏🏻👏🏻 e thích page rồi đấy 😂😂,0
A tiệp:,0
Khi đi nhớ đem theo Susan nha thầy :)),0
cái tay cái tay,0
Vẫn có 1 người tặng quà va len thai cho mình mn ạ.,0
Giật cho mất mẹ cả cái mụn ruồi (:,0
Tóm lại là con gái hay trai... 😶😶😶...bực mình vl nhìn hoài ko ra 😑😑,1
Đào Hà Văn Rinaky Cn anh chị ơi cẩn thận nhé ạ,0
Điều kiện hạn chế viruss phát tán có thể là phòng trên 26 độ là cơ bản. Còn mọi thứ điều cis thể. Hãy đọc kĩ những bài nói về viruss corona the trang chính thống nha,0
Bắt được đừng chữa nhốt vào cho chết luôn...loại này đừng để đẻ trứng!!!,1
Optimusthree với 99% sức mạnh,0
:3,0
Hahahaha,0
"ô thế mọi người k bit ak, Trần Dần mắc bệnh từ khi chưa có dịch ak...ông này mắc loại bệnh còn nguy hiểm hơn Covid 19...",0
Đồng bọn nhỏ đó khi zo tù :))),0
Nguyễn Thị Luận Hà Nam cũng vậy :),0
gáy to thế mi anh,0
Bảo Tín đi du lịch gặp con gì ngứa ngứa ở biển e đã sợ lắm r sao xuất hiện con này nữa,0
"Học cách kiểm soát bộ não của mình đi, thích thì tiến tới, ghét thì bỏ qua",0
Phạm Linh ko co cl,1
Qtrong gì trước sau gì chẳng về 1 nhà,0
Tức diêng là idol vẫn còn ngon cơm. Tức diêng là mắt thấy tai nghe chứ ko phải nằm chiêm bao,0
Con Thương cô lắm,0
Cực kỳ thu....,0
Thánh chửi lãnh án,0
xe chở súc vật mong người dân hãy tránh xa (đề phòng súc vật phóng uế lung tung làm mất vệ sinh).,1
À thế bạn ý hát bài j jui có ai giới thiệu cho mình đc ko. Lâu jui mình chẳng nghe bài hát mới nào cả,0
"Chúc anh em năm mới vui vẻ, an khang thịnh vượng.",0
Có táo quân thỳ mới là tết chứ,0
"Samsung vẫn đi làm bth nhé, mỗi ngày đi làm là 1 ngày vui 😜😜😜😜",0
Chú trung đầu L chứ chú tí đầu lân clg 🤣,1
"Chi đep qua chi,e thích qua",0
Oh shjt,1
Cáo từ,0
Nhật Long toang. Kiểu ni còn lâu lắm :((,0
Hiếu Bùi sủa dơ,1
Ok trung bảnh,0
:)),0
ad nói phét à bê tông ăn thế nào đc,0
Con thuong co ba,0
Á nhà tiên tri ủng hộ nghị quyết 36 rồi nhé 🤣🤣🤣,0
Nguyễn Thị Phương bạn ơi cho mình xin ảnh để sống ảo đc k ạ?,0
Chào nhà báo vũ hoàng Lân. Chào danh hài vũ trụ trần tiger:-),0
Ok đẹp trai :v,0
Lan Hoa Tùng có dùng acc clone đi cmt đâu... dạo ??,0
ăn bận như cac họ,1
Cực kì thuyết p.....,0
Nhảy thế kia nhỡ may tiếp đất ko chuẩn lại ngã thì sao. thôi tôi tớ nhiều cứ bảo 1 thằng ra cõng cho chắc. :)),0
Chửi hay lắm ad,0
Chào nhéee,0
Thu Trang,0
Đau đầu vl :)),0
Mày nói như lồn. Bọn đa cấp nó đóng thuế còn gấp chục lần doanh nghiệp. Tao cho thằng thớt ăn lồn không oan chứ thằng bên dưới?,1
Thế cơ á,0
"Day khong phai la con nguoi nua ,,, tinh tinh tinh ,,",1
tks thầy nha ♥,0
Quá ngu lồn đi =))),1
Fan cô Minh hiếu đâu taaaa ❤️,0
Nguyen Ngoc Tam gia phú phải không 😂,0
Tình đồng chí thật kiên trung!Sách lịch sử dạy giặc tra tấn dã man thế nào cũng không mở mồm có #,1
bác dần chớm có tình yêu nước r đấy,0
Toang quá thầy ơiiii :))),0
"Làm cái đéo gì thì làm đừng để ng ta nhắc đến VN là gắn với từ ""ăn cắp"" :))",1
chị ba nói chuyện dễ thương quá,0
.,0
Cả nước đồng lòng riêng em thi ko,0
Còn ngưỡng mộ có ba nhé hihihi,0
Báo công an đi rồi quản lý thị trường hốt em luôn thể.,0
Im mẹ đi thằng mặt lon,1
thằng ad này não bị delay 3 năm à :)),1
🤣🤣🤣,0
How to nói đểu vợ :)),0
Mới hả mn 😅,0
"Ad hãy tìm số báo nào của báo quân đội khi viết "" ba-rách ô-ba-ma"" và ""đô-na trăm "". Vãi báo",1
Bọn chó sủa bậy,1
Thì ra thầy đã có tính tấu hài từ lúc làm tuyển thủ chuyên nghiệp,0
Sếp nhà mình cũng thế 🤩,0
bon comcom đơn vị tác chiến điện tử vs nhật ký yêu nước dm chúng mày vào mà đọc. tưởng ai cũng như chúng mày hết đấy,1
Các em nầy khi vào báo “công ngủ” với ác hồ thì phải chỉa vào mặt ác hồ như thế nầy nè :,1
Giận méo mặt =)),0
MV khá chất lượng,0
Đi làm cũng khổ :((,0
Thầy duo với levi để Tú bơ vơ,0
Lại 1 người nữa ra đi,0
Bác ơi chói quá,0
Tự hào quá VN ơi 😂,0
Khổ thân anh độ giải này mà nát mấy ông anti lại um lên cho mà xem ... Rồi team lại đủ thứ buồn. Còn ngày mai nữa mong các anh cố gắng,0
Ai yêu ib nhé,0
Chu Hoài tạo hình suốt mà giờ mới trend,0
em mê con nhỏ ngoài Trần Duy Hưng nhưng phải cố gắng nhiều hơn !!!,0
Tại mấy a tàu mà ra,0
Sợ thật ấy :))),0
Xin phép cả nhà nhaaaa!!!,0
"so với "" nghệ thuật sắp đặt "" trị giá 8.100 tỷ vnd của ông Hoàng Trung Hải thì tác phẩm ""trái chuối"".... rất là chuối !",0
Nước hoa đểu lấy đâu ra xịn :))) Hot girl méo gì nhìn xấu vkl thề :))),1
"Sam luôn luôn đi theo cặp nhé, 2 con chồng lên nhau ý",0
Trường Giang no no . Đg chỉ trích vì tính ích kỷ . K nghĩ cho ngkhac . Chứ bả sống thì tốt th chứ có j đâu,0
",..",0
Chúc mừng năm mới,0
Quân tâm ae có link xem chưa bao phê luôn ae ơi,0
Thầy làm gì cũng được đừng ra MV hát là được nha thầy. Nói chứ dm mãi yêu thầy,0
cứ như là 1 kịch bản hay cho việc hợp lý hóa xây sân bay long thành!,0
Cổ động viên quảng ninh nhưng rất thích chất cổ động viên hải phòng💐,0
Đưa ô già đi trốn hợp lý hơn =)),0
Suni Hạ Linh sau khi thấy vid này ☹️,0
Bóng dơ,1
Mai Ánh Thi có nha em ơi ibx nha,0
Có tiền đi đường quyền =)),0
Trần Bình Trọng Vừa xog = 1k like :) các bác sống nhanh vl :),1
Tôi nghĩ tiền không làm gì được các ông ạ =)),0
Nhớ đến đấng nha 3 gà 😎😎,0
Mê cô quá,0
"Vô tình thấy, giống anh quá 🤨",0
Đặng Thái Hoàng Châu dư âm từ năm này sang năm khác,0
Tú ko cho anh 3 blue và cái kết :)),0
Fan cứng nè,0
"em đây anh ơi , bây giờ em mới nhận ra bên em còn có 1 người anh tuyệt vời như anh anh Độ ạ 🥺",0
I love you to ca mo,0
Đumoe nói leo,1
"Pha đánh răng ám ảnh nhất lịch sử điện ảnh, có thể lưu truyền mọi thời đại, là biểu tượng để các diễn viên học tập theo🤣🤣🤣🤣",0
Đu.má tu.biên tu.diēn luon...,1
🙃,0
"hoc cc gi` nua~, ve san voi ma` kiem an =]]z",1
Thanh Phương c làm 1 bài review đi c,0
Đình Quang thô nhưnh thật quá bác ạ =))),0
Abe có thể chiếm đoạt được trái tim của Tiểu Tiểu nhưng riêng blue của Tiểu Tiểu thì Abe tuổi lol chiếm đoạt được :vv,0
Đúng là chó làm người phải chịu ... haizzz,1
Bùi Minh Huệ crush ưii . Anh thích em đó 😶,0
Cô Minh hiếu nói chuyện thật thà dễ thương quá ✌️✌️✌️✌️✌️,0
Ai biết tên kiểu này là gì không ạ,0
Uống nước là đi tù,1
đéo hiểu kiểu gì,1
e chúc panda của abe iu dấu 20/10 vui vẻ nhé và đừng quên xoá kênh,0
Đờ mờ cuộc sống,1
Phải xử lý hình sự mới sáng mắt ra đc !,0
Dạo này nước mỹ ko dc an toàn . Sao không thấy cây súng 🔫🔫🔫 của nhà tien tri vậy,0
em về tộc anh r nhưng chưa có fc🤣,0
khó chịu vãi😂,0
Ri thì như thor luôn,0
Góp vui một tí :3,0
Mọi người xin dành 1 chút thời gian nguyên góp mỗi người 1 like vào ảnh đại diện của tôi được hong :)),0
triệu hồi phúc nghẹo..trọng lú,1
"nói z thôi cho dân chúng bớt xoắn lên nhưng thực chắc cũng đâu vào đấy. nó chơi ngầm thì đố ai biết. cái nhà nước này nó nát bét hết rồi. các bác đừng có mơ làm nhà nước nữa, từ cấp 3 đã xác định là làm nghề gì mà k liên qua nhà nước rồi, vì tao biết g",1
Thời gian ủ bệnh lên tới 14 ngày khả năng cao vẫn phải cách li theo dõi thêm,0
Mặt độ trông buồn cười vl kiểu con ơi cho bố cầm ms kkk,0
Pha xử lí hay nhất từng xem,0
Thêm quả carô ở trong nữa nhìn chán 😑😓,0
Bà này đỉnh thật. Nữ tướng đáng khâm phục. Giá như mà Việt Nam! Có sự lãnh đạo của bà thay cho NTKN thì hay cho đất nước.,0
dư luận viên vào ẳng nào :v,1
from,0
Nghe kì kì sao á. Con trai với mẹ mà liệu mấy cái lời nghe 😋😋😡,0
Lisa cai lậy 😍,0
Tq hắc xì cả thế giới phải rung chuyển,0
NGHIỆP BÊ ĐÊ NẶNG LẮM R MÁ ƠI,1
Duy Trần xin video với,0
Yêu thầy dấu bé 3,0
Nó giống vãi lol a ưi!,0
Cũng đã đến lúc những người làm công tác bảo vệ an ninh.các khu phố cần vào cuộc. Vì hình ảnh của đất nước không để mấy thằng lưu manh làm mất mặt được,1
add e muốn mua cái này mua ở đâu ạ.,0
Lại lên cơn hoang tưởng bậc cao hơn!😁😂🤣,0
Nguyễn Minh bộ ba siêu phẩm r sao đọ,0
Phương Minn ngộ nghĩnh nhỉ lạ lone nhỉ ? Rõ ràng cố tình tạo phốt để bán hàng online :))) mà làm như hay lắm . Sống dơ v ai mua đồ cho trời .,1
@Chiến trần chuẩn 👌,0
@Yo Min :)))),0
HÌNH NHƯ THIẾU 4X :3,0
Chỉ chịch xã giao thôi =)))),1
Trúc Ngân ơ s lại đi so sánh dink kout của cây a tê em vs đỉnh cao của Jack vại bạn?? 🙃🙃Thiệt là khập khiễng vs cả thiệt thòi cho bạn nện đàn dzợ🙂🙂🙂,0
Hoàng Kiên nói đúng lại còn chuẩn 🤣🤣,0
Có cc nè em :),1
Page lâu lâu nói chuyện chuẩn dễ sợ >.<,0
Kinhh,0
Quảng cáo lộ liễu quá 😁😁,0
Nghĩ ló chán :),0
Nghe thế thôii làm theo mấtt hếttt =))),0
Loại này phải,0
buồn a ạ 😞,0
Mong mấy bác được cách li ở nhà đừng trốn là em vui rồi :))))) cứ đi nhông nhông thì em cũng sợ :)))),0
bậy zòi :v nhìn bên trái đi :D đừng nhìn bên phải :v,0
hợp lý a ưi 🤣🤣,0
Nguyễn Trọng Hiệp hiệp bmw à 🤣🤣,0
Do lười chụp ảnh có mỗi kiểu chụp trộm thôi,0
Thân hình phụ huynh gương mặt học sinh,0
"Giống như câu , Ngêu sò tranh nhau , Ngư ông đắc lợi",0
Hợp lí anh ưiii,0
Đinh Nguyễn Vươn Anh Tuan,0
Vũ Mai Ly ui thật á,0
Huyền Khánh Phùng chả vờ chả vịt :)),0
Nguyễn Định tui xợ á,0
Minh Tran uh mình nghe cũng nghĩ là người miền trung mà bả ko biết phân biệt,0
Chị ba sang quá à...Đi hửi quần xì của con les,1
Đi sau Việt Nam hàng thập kỉ,0
chúng mày phải thông cảm các anh ý đều có ước mơ làm hình sự nhưng dòng đời xô đẩy phải đi làm trật tự và giao thông .,0
Hang Vu đú trend lâu roài =)),0
Thuyết phục vl,0
"Rõ ràng chức danh chủ tịch mà,sao ý thức lại khác vậy😌((",0
"Nguyễn Thanh Mai Trúc t hay kể chuyện cười cho m nghe , nh làm việc gì nhớ tập trung chuyên môn nghe ch =)))",0
"Nhà nói dóc, nhà ảo tưởng chứ biết con mẹ gì mà tiên tri 😄🤣😂😂😂😃😂😭😢😘",1
bạn trai nhà người ta chưa bao giờ làm tôi thất vọng :)),0
đợi ei,0
Tiêu Chảy Cấp .,0
sang năm mới mong anh bớt hí nha,0
Lúc đó tôi tưởng thế là ngầu,0
nhìn chất vãi lìn anh ơiiiii,0
Nguyễn Tuấn Phong thương chị quá,0
Âu cũng là số phận muốn đóng vai thiện nhưng đời xô đẩy ...,0
Hi vọng chị kế toán cũng thấy cái này. Chị ơi vì một cái Tết ấm no hãy thương tụi em,0
Ngọc Huy học hỏi idol để có quả đầu đẹp nha =))),0
BenBen Duong,0
#trời ơi cưng quá cô ơi,0
Chui nua di co cho bo tat ngua,1
Nể nhất anh phóng viên! Ngồi mặt tỉnh bơ ko biến sắc,0
Vợ em mấy anh ơi :)) em lớp trưởng nè,0
bản kia hay hơn,0
dạo này pản động nhiếu quá mấy bạn bò đỏ ah :D,1
chất vlon a ưii,0
Ủa ah nói hay vậy🤣🤣,0
"cái cap hơi gây war đó nha!vậy tui nói chương trình mấy người này nọ mấy người chịu không?nói gì thì suy nghĩ vào,xin lỗi chứ chương trình có duyên mà cmt đ có duyên thì dẹp hay im m* mồm cho xong!Thân!!",1
"Nhà tiên tri hay đấy, ông có thêm 1 phiếu về VN chơi nhé 👌",0
đặt khô gà ở đâu v thầy ơi,0
Ngọc Như chắc là sẽ bíu ty phun lắm đâyyy,0
nhà thầy đâu tết ghé coi\.,0
Lê văn tám là hư cấu à bacd,0
dân miền tây nam rất thích đeo vàng khoe khoang nhỉ,0
Cưng bã dễ sợ,0
"Tiên tri vũ trụ múa võ vui kinh nhể, thấy tiên tri dùng thế cuối rồi nói câu: ""súng bắn không trúng, dao chém không lủng"" tự dưng muốn cười kinh khủng ka ka ka.""",0
ĐM HCM : Đường mòn Hồ Chí Minh :v,1
"Lại dễ ăn quá, làm ở nhà nhé",0
Đinh Phước sống nhanh chậm t chửi hết👌,0
Cô ba Minh Hiếu xuất sắc quá nè mọi người :))),0
Mời Dì Hai (ca sỹ Tuấn Phong) đi Anh Chị ❤️❤️,0
:)) t bên này t còn dell giám dùng tien mà s chj 3 xaolol vay nhà toàn trã góp sūa cl :))),1
Duy Trần xin video luôn ông ơi,0
"Lộc đéo cmt là bác đc yên r. Lộc cmt cái bác \""lên\"" nóc nhà bắt con gà... Bãi đéo nào cũng có dấu răng của L :))",1
Sao thầy kh múa quạt nhỉ =))),0
Ngô Tấn Hưng ông đang nâng trình Thầy Ba hay kéo trình Duke xuống vậy😂😂,0
"<(\"")",0
"Lại nghĩ cảnh tập trận chống bạo động đại hội Đảng. Cứ tập trận như đúng rồi, sợ dân ta đến biểu tình nên phải làm vậy đây mà",1
Con này k bỏ tù cũng phải bồi thường thiệt hại cho đất nước thì mới mong đc sự tha thứ,0
Đúng  là  chỉ  còn  loi  kg mà  hai  văn  được,0
Thứ ngu như m nói chuyện mất tg...đi học lại lớp mẫu giáo đi,1
May là có ý thức chứ k như mấy người bỏ trốn :)),0
Nguyễn Đạt tôi nói k cùng gu mà bro 🤣,0
Người Cao Bằng đẹp trai là thế đấy các bạn ạ 😆,0
Kb ib có video,0
"Bé bú trên để bố bú dưới, =))",0
Ba gà dẫn gái về phong stream :(((,0
Sao cô giống đàn ông thế cháu tưởng đàn ông,0
😞 vì yêu anh nên em nguyện làm ng tăng động,0
Tối nay em sẽ đi học chớ ko đi chơi nha ABe,0
"Bố lạy mày đừng ""hiếp dâm"" thị giác của bố nữa ad à 😂😂😂",1
Nguyễn Hoàng Hoài Thương,0
Đỗ Thuỷ Trinh giông y mạng nhà m 😀,0
toàn dân công giáo,0
Hóng phim ra rạp :)),0
Bạn bị phạt khi chê lãnh đạo kênh kiệu/ngu/cùi bắp ... không phải vì bạn xúc phạm họ mà vì bạn đã lộ bí mật quốc gia.,1
Cực kỳ thuyết phục! 😂,0
Có ai chơi gay hông ib mình đi,0
TRAN DAN TIEN BO.MOI GIA NHAP DCS.,0
E khoe ké với ạ,0
okay thả tim cho 2 bạn :)),0
Ok a zai :))),0
Gốc Tàu mà chửi trung quốc ghê,0
Cố lên cố lên,0
Dương Ly nhím =))))),0
Phan Quỳnh Anh bóp d' là gì m,0
Chào các bạn quay trở lại với tòi súng vờ lốc :)),0
rách háng như chơi,0
Có vẻ là người nổi tiếng :v,0
súng bắng k chít....dao chặc k đức...tấc nhiêng vi trùng tô-vít sao xâm nhập đc Dần Đần..tui cam đoan là như zị..ơn zời Dần Đần có món thần quyền môn..nếu k giờ tò tí te roày,0
Hàng Fake bạn,0
Động cơ quyên góp tiền là gì?,0
